"Notes"	"State"	"State Code"	"County"	"County Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Missouri"	"29"	"Saline County, MO"	"29195"	"Unspecified mental retardation"	"F79"	18	440576	Unreliable
	"Missouri"	"29"	"Schuyler County, MO"	"29197"	"Unspecified dementia"	"F03"	19	82259	Unreliable
	"Missouri"	"29"	"Scotland County, MO"	"29199"	"Unspecified dementia"	"F03"	17	92694	Unreliable
	"Missouri"	"29"	"Scott County, MO"	"29201"	"Unspecified dementia"	"F03"	188	749816	25.1
	"Missouri"	"29"	"Shannon County, MO"	"29203"	"Unspecified dementia"	"F03"	38	158075	24.0
	"Missouri"	"29"	"Shelby County, MO"	"29205"	"Unspecified dementia"	"F03"	22	122361	18.0
	"Missouri"	"29"	"Stoddard County, MO"	"29207"	"Vascular dementia, unspecified"	"F01.9"	15	567872	Unreliable
	"Missouri"	"29"	"Stoddard County, MO"	"29207"	"Unspecified dementia"	"F03"	220	567872	38.7
	"Missouri"	"29"	"Stone County, MO"	"29209"	"Vascular dementia, unspecified"	"F01.9"	10	586370	Unreliable
	"Missouri"	"29"	"Stone County, MO"	"29209"	"Unspecified dementia"	"F03"	159	586370	27.1
	"Missouri"	"29"	"Sullivan County, MO"	"29211"	"Unspecified dementia"	"F03"	37	128238	28.9
	"Missouri"	"29"	"Taney County, MO"	"29213"	"Vascular dementia, unspecified"	"F01.9"	12	915651	Unreliable
	"Missouri"	"29"	"Taney County, MO"	"29213"	"Unspecified dementia"	"F03"	150	915651	16.4
	"Missouri"	"29"	"Taney County, MO"	"29213"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	10	915651	Unreliable
	"Missouri"	"29"	"Texas County, MO"	"29215"	"Unspecified dementia"	"F03"	95	477269	19.9
	"Missouri"	"29"	"Vernon County, MO"	"29217"	"Unspecified dementia"	"F03"	81	393901	20.6
	"Missouri"	"29"	"Warren County, MO"	"29219"	"Unspecified dementia"	"F03"	99	575866	17.2
	"Missouri"	"29"	"Washington County, MO"	"29221"	"Unspecified dementia"	"F03"	32	466025	6.9
	"Missouri"	"29"	"Wayne County, MO"	"29223"	"Unspecified dementia"	"F03"	44	254244	17.3
	"Missouri"	"29"	"Webster County, MO"	"29225"	"Vascular dementia, unspecified"	"F01.9"	11	664453	Unreliable
	"Missouri"	"29"	"Webster County, MO"	"29225"	"Unspecified dementia"	"F03"	77	664453	11.6
	"Missouri"	"29"	"Worth County, MO"	"29227"	"Unspecified dementia"	"F03"	14	41687	Unreliable
	"Missouri"	"29"	"Wright County, MO"	"29229"	"Unspecified dementia"	"F03"	43	349635	12.3
	"Missouri"	"29"	"St. Louis city, MO"	"29510"	"Vascular dementia, unspecified"	"F01.9"	86	6172843	1.4
	"Missouri"	"29"	"St. Louis city, MO"	"29510"	"Unspecified dementia"	"F03"	1540	6172843	24.9
	"Missouri"	"29"	"St. Louis city, MO"	"29510"	"Delirium, unspecified"	"F05.9"	10	6172843	Unreliable
	"Missouri"	"29"	"St. Louis city, MO"	"29510"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	10	6172843	Unreliable
	"Missouri"	"29"	"St. Louis city, MO"	"29510"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	13	6172843	Unreliable
	"Missouri"	"29"	"St. Louis city, MO"	"29510"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	49	6172843	0.8
	"Missouri"	"29"	"St. Louis city, MO"	"29510"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	435	6172843	7.0
	"Missouri"	"29"	"St. Louis city, MO"	"29510"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	20	6172843	0.3
	"Missouri"	"29"	"St. Louis city, MO"	"29510"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	17	6172843	Unreliable
	"Missouri"	"29"	"St. Louis city, MO"	"29510"	"Schizophrenia, unspecified"	"F20.9"	12	6172843	Unreliable
	"Missouri"	"29"	"St. Louis city, MO"	"29510"	"Depressive episode, unspecified"	"F32.9"	13	6172843	Unreliable
	"Missouri"	"29"	"St. Louis city, MO"	"29510"	"Psychological and behavioural factors associated with disorders or diseases classified elsewhere"	"F54"	11	6172843	Unreliable
	"Montana"	"30"	"Beaverhead County, MT"	"30001"	"Unspecified dementia"	"F03"	76	174215	43.6
	"Montana"	"30"	"Big Horn County, MT"	"30003"	"Unspecified dementia"	"F03"	44	244525	18.0
	"Montana"	"30"	"Big Horn County, MT"	"30003"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	13	244525	Unreliable
	"Montana"	"30"	"Blaine County, MT"	"30005"	"Unspecified dementia"	"F03"	43	126177	34.1
	"Montana"	"30"	"Broadwater County, MT"	"30007"	"Unspecified dementia"	"F03"	31	98368	31.5
	"Montana"	"30"	"Carbon County, MT"	"30009"	"Unspecified dementia"	"F03"	65	190313	34.2
	"Montana"	"30"	"Cascade County, MT"	"30013"	"Multi-infarct dementia"	"F01.1"	12	1537322	Unreliable
	"Montana"	"30"	"Cascade County, MT"	"30013"	"Vascular dementia, unspecified"	"F01.9"	17	1537322	Unreliable
	"Montana"	"30"	"Cascade County, MT"	"30013"	"Unspecified dementia"	"F03"	513	1537322	33.4
	"Montana"	"30"	"Cascade County, MT"	"30013"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	21	1537322	1.4
	"Montana"	"30"	"Cascade County, MT"	"30013"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	50	1537322	3.3
	"Montana"	"30"	"Chouteau County, MT"	"30015"	"Unspecified dementia"	"F03"	21	110304	19.0
	"Montana"	"30"	"Custer County, MT"	"30017"	"Unspecified dementia"	"F03"	109	222041	49.1
	"Montana"	"30"	"Daniels County, MT"	"30019"	"Unspecified dementia"	"F03"	11	34458	Unreliable
	"Montana"	"30"	"Dawson County, MT"	"30021"	"Unspecified dementia"	"F03"	88	172069	51.1
	"Montana"	"30"	"Deer Lodge County, MT"	"30023"	"Unspecified dementia"	"F03"	72	175912	40.9
	"Montana"	"30"	"Fallon County, MT"	"30025"	"Unspecified dementia"	"F03"	26	55030	47.2
	"Montana"	"30"	"Fergus County, MT"	"30027"	"Vascular dementia, unspecified"	"F01.9"	10	219413	Unreliable
	"Montana"	"30"	"Fergus County, MT"	"30027"	"Unspecified dementia"	"F03"	192	219413	87.5
	"Montana"	"30"	"Flathead County, MT"	"30029"	"Vascular dementia, unspecified"	"F01.9"	18	1657336	Unreliable
	"Montana"	"30"	"Flathead County, MT"	"30029"	"Unspecified dementia"	"F03"	929	1657336	56.1
	"Montana"	"30"	"Flathead County, MT"	"30029"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	12	1657336	Unreliable
	"Montana"	"30"	"Flathead County, MT"	"30029"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	13	1657336	Unreliable
	"Montana"	"30"	"Flathead County, MT"	"30029"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	33	1657336	2.0
	"Montana"	"30"	"Flathead County, MT"	"30029"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	10	1657336	Unreliable
	"Montana"	"30"	"Gallatin County, MT"	"30031"	"Unspecified dementia"	"F03"	741	1635456	45.3
	"Montana"	"30"	"Gallatin County, MT"	"30031"	"Delirium, unspecified"	"F05.9"	14	1635456	Unreliable
	"Montana"	"30"	"Gallatin County, MT"	"30031"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	10	1635456	Unreliable
	"Montana"	"30"	"Gallatin County, MT"	"30031"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	37	1635456	2.3
	"Montana"	"30"	"Glacier County, MT"	"30035"	"Unspecified dementia"	"F03"	31	254500	12.2
	"Montana"	"30"	"Glacier County, MT"	"30035"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	18	254500	Unreliable
	"Montana"	"30"	"Granite County, MT"	"30039"	"Unspecified dementia"	"F03"	13	58032	Unreliable
	"Montana"	"30"	"Hill County, MT"	"30041"	"Unspecified dementia"	"F03"	105	309292	33.9
	"Montana"	"30"	"Jefferson County, MT"	"30043"	"Unspecified dementia"	"F03"	62	208827	29.7
	"Montana"	"30"	"Lake County, MT"	"30047"	"Unspecified dementia"	"F03"	152	536967	28.3
	"Montana"	"30"	"Lake County, MT"	"30047"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	15	536967	Unreliable
	"Montana"	"30"	"Lewis and Clark County, MT"	"30049"	"Vascular dementia, unspecified"	"F01.9"	27	1166992	2.3
	"Montana"	"30"	"Lewis and Clark County, MT"	"30049"	"Unspecified dementia"	"F03"	439	1166992	37.6
	"Montana"	"30"	"Lewis and Clark County, MT"	"30049"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	26	1166992	2.2
	"Montana"	"30"	"Lewis and Clark County, MT"	"30049"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	18	1166992	Unreliable
	"Montana"	"30"	"Lewis and Clark County, MT"	"30049"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	11	1166992	Unreliable
	"Montana"	"30"	"Lewis and Clark County, MT"	"30049"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	33	1166992	2.8
	"Montana"	"30"	"Liberty County, MT"	"30051"	"Unspecified dementia"	"F03"	11	43463	Unreliable
	"Montana"	"30"	"Lincoln County, MT"	"30053"	"Vascular dementia, unspecified"	"F01.9"	23	364967	6.3
	"Montana"	"30"	"Lincoln County, MT"	"30053"	"Unspecified dementia"	"F03"	111	364967	30.4
	"Montana"	"30"	"Madison County, MT"	"30057"	"Unspecified dementia"	"F03"	48	141428	33.9
	"Montana"	"30"	"Meagher County, MT"	"30059"	"Unspecified dementia"	"F03"	10	36054	Unreliable
	"Montana"	"30"	"Mineral County, MT"	"30061"	"Unspecified dementia"	"F03"	25	78047	32.0
	"Montana"	"30"	"Missoula County, MT"	"30063"	"Multi-infarct dementia"	"F01.1"	11	2019807	Unreliable
	"Montana"	"30"	"Missoula County, MT"	"30063"	"Vascular dementia, unspecified"	"F01.9"	25	2019807	1.2
	"Montana"	"30"	"Missoula County, MT"	"30063"	"Unspecified dementia"	"F03"	782	2019807	38.7
	"Montana"	"30"	"Missoula County, MT"	"30063"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	31	2019807	1.5
	"Montana"	"30"	"Missoula County, MT"	"30063"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	41	2019807	2.0
	"Montana"	"30"	"Missoula County, MT"	"30063"	"Depressive episode, unspecified"	"F32.9"	10	2019807	Unreliable
	"Montana"	"30"	"Musselshell County, MT"	"30065"	"Unspecified dementia"	"F03"	17	85396	Unreliable
	"Montana"	"30"	"Park County, MT"	"30067"	"Unspecified dementia"	"F03"	101	299118	33.8
	"Montana"	"30"	"Park County, MT"	"30067"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	10	299118	Unreliable
	"Montana"	"30"	"Phillips County, MT"	"30071"	"Unspecified dementia"	"F03"	18	81248	Unreliable
	"Montana"	"30"	"Pondera County, MT"	"30073"	"Unspecified dementia"	"F03"	52	117878	44.1
	"Montana"	"30"	"Powell County, MT"	"30077"	"Unspecified dementia"	"F03"	39	133046	29.3
	"Montana"	"30"	"Ravalli County, MT"	"30081"	"Vascular dementia, unspecified"	"F01.9"	17	750220	Unreliable
	"Montana"	"30"	"Ravalli County, MT"	"30081"	"Unspecified dementia"	"F03"	320	750220	42.7
	"Montana"	"30"	"Ravalli County, MT"	"30081"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	13	750220	Unreliable
	"Montana"	"30"	"Richland County, MT"	"30083"	"Unspecified dementia"	"F03"	56	191327	29.3
	"Montana"	"30"	"Roosevelt County, MT"	"30085"	"Unspecified dementia"	"F03"	13	202550	Unreliable
	"Montana"	"30"	"Roosevelt County, MT"	"30085"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	12	202550	Unreliable
	"Montana"	"30"	"Roosevelt County, MT"	"30085"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	17	202550	Unreliable
	"Montana"	"30"	"Rosebud County, MT"	"30087"	"Unspecified dementia"	"F03"	21	175739	11.9
	"Montana"	"30"	"Rosebud County, MT"	"30087"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	11	175739	Unreliable
	"Montana"	"30"	"Sanders County, MT"	"30089"	"Unspecified dementia"	"F03"	49	210772	23.2
	"Montana"	"30"	"Sanders County, MT"	"30089"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	15	210772	Unreliable
	"Montana"	"30"	"Sheridan County, MT"	"30091"	"Unspecified dementia"	"F03"	18	69344	Unreliable
	"Montana"	"30"	"Silver Bow County, MT"	"30093"	"Vascular dementia, unspecified"	"F01.9"	10	647901	Unreliable
	"Montana"	"30"	"Silver Bow County, MT"	"30093"	"Unspecified dementia"	"F03"	205	647901	31.6
	"Montana"	"30"	"Silver Bow County, MT"	"30093"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	37	647901	5.7
	"Montana"	"30"	"Stillwater County, MT"	"30095"	"Unspecified dementia"	"F03"	35	168405	20.8
	"Montana"	"30"	"Sweet Grass County, MT"	"30097"	"Unspecified dementia"	"F03"	21	69402	30.3
	"Montana"	"30"	"Teton County, MT"	"30099"	"Unspecified dementia"	"F03"	53	117229	45.2
	"Montana"	"30"	"Toole County, MT"	"30101"	"Unspecified dementia"	"F03"	28	97484	28.7
	"Montana"	"30"	"Valley County, MT"	"30105"	"Unspecified dementia"	"F03"	31	142412	21.8
	"Montana"	"30"	"Wheatland County, MT"	"30107"	"Unspecified dementia"	"F03"	13	40665	Unreliable
	"Montana"	"30"	"Wibaux County, MT"	"30109"	"Unspecified dementia"	"F03"	31	19792	156.6
	"Montana"	"30"	"Yellowstone County, MT"	"30111"	"Vascular dementia, unspecified"	"F01.9"	74	2733837	2.7
	"Montana"	"30"	"Yellowstone County, MT"	"30111"	"Unspecified dementia"	"F03"	1082	2733837	39.6
	"Montana"	"30"	"Yellowstone County, MT"	"30111"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	94	2733837	3.4
	"Montana"	"30"	"Yellowstone County, MT"	"30111"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	33	2733837	1.2
	"Montana"	"30"	"Yellowstone County, MT"	"30111"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	17	2733837	Unreliable
	"Montana"	"30"	"Yellowstone County, MT"	"30111"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	14	2733837	Unreliable
	"Nebraska"	"31"	"Adams County, NE"	"31001"	"Vascular dementia, unspecified"	"F01.9"	11	592711	Unreliable
	"Nebraska"	"31"	"Adams County, NE"	"31001"	"Unspecified dementia"	"F03"	261	592711	44.0
	"Nebraska"	"31"	"Antelope County, NE"	"31003"	"Unspecified dementia"	"F03"	44	129499	34.0
	"Nebraska"	"31"	"Boone County, NE"	"31011"	"Unspecified dementia"	"F03"	41	107622	38.1
	"Nebraska"	"31"	"Box Butte County, NE"	"31013"	"Unspecified dementia"	"F03"	90	218783	41.1
	"Nebraska"	"31"	"Box Butte County, NE"	"31013"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	10	218783	Unreliable
	"Nebraska"	"31"	"Boyd County, NE"	"31015"	"Unspecified dementia"	"F03"	13	41101	Unreliable
	"Nebraska"	"31"	"Brown County, NE"	"31017"	"Unspecified dementia"	"F03"	17	61219	Unreliable
	"Nebraska"	"31"	"Buffalo County, NE"	"31019"	"Vascular dementia, unspecified"	"F01.9"	24	866033	2.8
	"Nebraska"	"31"	"Buffalo County, NE"	"31019"	"Unspecified dementia"	"F03"	191	866033	22.1
	"Nebraska"	"31"	"Burt County, NE"	"31021"	"Unspecified dementia"	"F03"	70	133830	52.3
	"Nebraska"	"31"	"Butler County, NE"	"31023"	"Unspecified dementia"	"F03"	55	160302	34.3
	"Nebraska"	"31"	"Cass County, NE"	"31025"	"Unspecified dementia"	"F03"	146	477243	30.6
	"Nebraska"	"31"	"Cedar County, NE"	"31027"	"Unspecified dementia"	"F03"	87	171058	50.9
	"Nebraska"	"31"	"Cedar County, NE"	"31027"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	10	171058	Unreliable
	"Nebraska"	"31"	"Chase County, NE"	"31029"	"Unspecified dementia"	"F03"	49	75882	64.6
	"Nebraska"	"31"	"Cherry County, NE"	"31031"	"Unspecified dementia"	"F03"	27	112026	24.1
	"Nebraska"	"31"	"Cheyenne County, NE"	"31033"	"Unspecified dementia"	"F03"	47	190030	24.7
	"Nebraska"	"31"	"Clay County, NE"	"31035"	"Unspecified dementia"	"F03"	71	125356	56.6
	"Nebraska"	"31"	"Colfax County, NE"	"31037"	"Unspecified dementia"	"F03"	33	197632	16.7
	"Nebraska"	"31"	"Cuming County, NE"	"31039"	"Unspecified dementia"	"F03"	87	179326	48.5
	"Nebraska"	"31"	"Custer County, NE"	"31041"	"Unspecified dementia"	"F03"	103	211368	48.7
	"Nebraska"	"31"	"Dakota County, NE"	"31043"	"Unspecified dementia"	"F03"	125	390549	32.0
	"Nebraska"	"31"	"Dawes County, NE"	"31045"	"Unspecified dementia"	"F03"	59	173258	34.1
	"Nebraska"	"31"	"Dawson County, NE"	"31047"	"Unspecified dementia"	"F03"	101	458717	22.0
	"Nebraska"	"31"	"Dixon County, NE"	"31051"	"Unspecified dementia"	"F03"	77	113658	67.7
	"Nebraska"	"31"	"Dodge County, NE"	"31053"	"Vascular dementia, unspecified"	"F01.9"	22	692876	3.2
	"Nebraska"	"31"	"Dodge County, NE"	"31053"	"Unspecified dementia"	"F03"	348	692876	50.2
	"Nebraska"	"31"	"Douglas County, NE"	"31055"	"Multi-infarct dementia"	"F01.1"	25	9640628	0.3
	"Nebraska"	"31"	"Douglas County, NE"	"31055"	"Vascular dementia, unspecified"	"F01.9"	247	9640628	2.6
	"Nebraska"	"31"	"Douglas County, NE"	"31055"	"Unspecified dementia"	"F03"	2486	9640628	25.8
	"Nebraska"	"31"	"Douglas County, NE"	"31055"	"Delirium, unspecified"	"F05.9"	12	9640628	Unreliable
	"Nebraska"	"31"	"Douglas County, NE"	"31055"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	19	9640628	Unreliable
	"Nebraska"	"31"	"Douglas County, NE"	"31055"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	22	9640628	0.2
	"Nebraska"	"31"	"Douglas County, NE"	"31055"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	63	9640628	0.7
	"Nebraska"	"31"	"Douglas County, NE"	"31055"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	77	9640628	0.8
	"Nebraska"	"31"	"Douglas County, NE"	"31055"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	32	9640628	0.3
	"Nebraska"	"31"	"Douglas County, NE"	"31055"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	10	9640628	Unreliable
	"Nebraska"	"31"	"Douglas County, NE"	"31055"	"Schizophrenia, unspecified"	"F20.9"	21	9640628	0.2
	"Nebraska"	"31"	"Douglas County, NE"	"31055"	"Depressive episode, unspecified"	"F32.9"	18	9640628	Unreliable
	"Nebraska"	"31"	"Fillmore County, NE"	"31059"	"Unspecified dementia"	"F03"	94	114669	82.0
	"Nebraska"	"31"	"Fillmore County, NE"	"31059"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	24	114669	20.9
	"Nebraska"	"31"	"Franklin County, NE"	"31061"	"Unspecified dementia"	"F03"	36	62139	57.9
	"Nebraska"	"31"	"Furnas County, NE"	"31065"	"Unspecified dementia"	"F03"	55	95316	57.7
	"Nebraska"	"31"	"Gage County, NE"	"31067"	"Unspecified dementia"	"F03"	292	426607	68.4
	"Nebraska"	"31"	"Gage County, NE"	"31067"	"Unspecified mental retardation"	"F79"	11	426607	Unreliable
	"Nebraska"	"31"	"Garden County, NE"	"31069"	"Unspecified dementia"	"F03"	24	39656	60.5
	"Nebraska"	"31"	"Garfield County, NE"	"31071"	"Unspecified dementia"	"F03"	17	37713	Unreliable
	"Nebraska"	"31"	"Gosper County, NE"	"31073"	"Unspecified dementia"	"F03"	17	39081	Unreliable
	"Nebraska"	"31"	"Greeley County, NE"	"31077"	"Unspecified dementia"	"F03"	11	48581	Unreliable
	"Nebraska"	"31"	"Hall County, NE"	"31079"	"Vascular dementia, unspecified"	"F01.9"	141	1088542	13.0
	"Nebraska"	"31"	"Hall County, NE"	"31079"	"Unspecified dementia"	"F03"	433	1088542	39.8
	"Nebraska"	"31"	"Hall County, NE"	"31079"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	14	1088542	Unreliable
	"Nebraska"	"31"	"Hamilton County, NE"	"31081"	"Unspecified dementia"	"F03"	112	175130	64.0
	"Nebraska"	"31"	"Harlan County, NE"	"31083"	"Unspecified dementia"	"F03"	25	67407	37.1
	"Nebraska"	"31"	"Hitchcock County, NE"	"31087"	"Unspecified dementia"	"F03"	10	56156	Unreliable
	"Nebraska"	"31"	"Holt County, NE"	"31089"	"Unspecified dementia"	"F03"	50	203403	24.6
	"Nebraska"	"31"	"Howard County, NE"	"31093"	"Unspecified dementia"	"F03"	35	121618	28.8
	"Nebraska"	"31"	"Jefferson County, NE"	"31095"	"Vascular dementia, unspecified"	"F01.9"	11	147631	Unreliable
	"Nebraska"	"31"	"Jefferson County, NE"	"31095"	"Unspecified dementia"	"F03"	87	147631	58.9
	"Nebraska"	"31"	"Johnson County, NE"	"31097"	"Unspecified dementia"	"F03"	34	96383	35.3
	"Nebraska"	"31"	"Kearney County, NE"	"31099"	"Unspecified dementia"	"F03"	47	126369	37.2
	"Nebraska"	"31"	"Keith County, NE"	"31101"	"Unspecified dementia"	"F03"	39	159435	24.5
	"Nebraska"	"31"	"Kimball County, NE"	"31105"	"Unspecified dementia"	"F03"	22	73173	30.1
	"Nebraska"	"31"	"Knox County, NE"	"31107"	"Unspecified dementia"	"F03"	20	167648	11.9
	"Nebraska"	"31"	"Lancaster County, NE"	"31109"	"Multi-infarct dementia"	"F01.1"	12	5316291	Unreliable
	"Nebraska"	"31"	"Lancaster County, NE"	"31109"	"Vascular dementia, unspecified"	"F01.9"	80	5316291	1.5
	"Nebraska"	"31"	"Lancaster County, NE"	"31109"	"Unspecified dementia"	"F03"	1651	5316291	31.1
	"Nebraska"	"31"	"Lancaster County, NE"	"31109"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	17	5316291	Unreliable
	"Nebraska"	"31"	"Lancaster County, NE"	"31109"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	35	5316291	0.7
	"Nebraska"	"31"	"Lancaster County, NE"	"31109"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	56	5316291	1.1
	"Nebraska"	"31"	"Lancaster County, NE"	"31109"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	31	5316291	0.6
	"Nebraska"	"31"	"Lancaster County, NE"	"31109"	"Depressive episode, unspecified"	"F32.9"	12	5316291	Unreliable
	"Nebraska"	"31"	"Lincoln County, NE"	"31111"	"Unspecified dementia"	"F03"	209	675364	30.9
	"Nebraska"	"31"	"Lincoln County, NE"	"31111"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	10	675364	Unreliable
	"Nebraska"	"31"	"Madison County, NE"	"31119"	"Unspecified dementia"	"F03"	255	668376	38.2
	"Nebraska"	"31"	"Madison County, NE"	"31119"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	41	668376	6.1
	"Nebraska"	"31"	"Merrick County, NE"	"31121"	"Unspecified dementia"	"F03"	62	150039	41.3
	"Nebraska"	"31"	"Morrill County, NE"	"31123"	"Unspecified dementia"	"F03"	28	96363	29.1
	"Nebraska"	"31"	"Nance County, NE"	"31125"	"Unspecified dementia"	"F03"	49	71729	68.3
	"Nebraska"	"31"	"Nemaha County, NE"	"31127"	"Unspecified dementia"	"F03"	47	137599	34.2
	"Nebraska"	"31"	"Nuckolls County, NE"	"31129"	"Unspecified dementia"	"F03"	37	88011	42.0
	"Nebraska"	"31"	"Otoe County, NE"	"31131"	"Unspecified dementia"	"F03"	130	298217	43.6
	"Nebraska"	"31"	"Pawnee County, NE"	"31133"	"Unspecified dementia"	"F03"	36	53620	67.1
	"Nebraska"	"31"	"Perkins County, NE"	"31135"	"Unspecified dementia"	"F03"	18	57439	Unreliable
	"Nebraska"	"31"	"Phelps County, NE"	"31137"	"Vascular dementia, unspecified"	"F01.9"	10	177982	Unreliable
	"Nebraska"	"31"	"Phelps County, NE"	"31137"	"Unspecified dementia"	"F03"	89	177982	50.0
	"Nebraska"	"31"	"Phelps County, NE"	"31137"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	13	177982	Unreliable
	"Nebraska"	"31"	"Pierce County, NE"	"31139"	"Unspecified dementia"	"F03"	42	140510	29.9
	"Nebraska"	"31"	"Platte County, NE"	"31141"	"Vascular dementia, unspecified"	"F01.9"	13	605374	Unreliable
	"Nebraska"	"31"	"Platte County, NE"	"31141"	"Unspecified dementia"	"F03"	145	605374	24.0
	"Nebraska"	"31"	"Polk County, NE"	"31143"	"Unspecified dementia"	"F03"	37	102895	36.0
	"Nebraska"	"31"	"Red Willow County, NE"	"31145"	"Unspecified dementia"	"F03"	57	211226	27.0
	"Nebraska"	"31"	"Richardson County, NE"	"31147"	"Unspecified dementia"	"F03"	97	163390	59.4
	"Nebraska"	"31"	"Rock County, NE"	"31149"	"Unspecified dementia"	"F03"	13	29302	Unreliable
	"Nebraska"	"31"	"Saline County, NE"	"31151"	"Unspecified dementia"	"F03"	64	269446	23.8
	"Nebraska"	"31"	"Sarpy County, NE"	"31153"	"Vascular dementia, unspecified"	"F01.9"	49	2874278	1.7
	"Nebraska"	"31"	"Sarpy County, NE"	"31153"	"Unspecified dementia"	"F03"	609	2874278	21.2
	"Nebraska"	"31"	"Sarpy County, NE"	"31153"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	10	2874278	Unreliable
	"Nebraska"	"31"	"Saunders County, NE"	"31155"	"Vascular dementia, unspecified"	"F01.9"	10	389564	Unreliable
	"Nebraska"	"31"	"Saunders County, NE"	"31155"	"Unspecified dementia"	"F03"	227	389564	58.3
	"Nebraska"	"31"	"Scotts Bluff County, NE"	"31157"	"Vascular dementia, unspecified"	"F01.9"	10	695067	Unreliable
	"Nebraska"	"31"	"Scotts Bluff County, NE"	"31157"	"Unspecified dementia"	"F03"	279	695067	40.1
	"Nebraska"	"31"	"Scotts Bluff County, NE"	"31157"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	11	695067	Unreliable
	"Nebraska"	"31"	"Scotts Bluff County, NE"	"31157"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	29	695067	4.2
	"Nebraska"	"31"	"Seward County, NE"	"31159"	"Unspecified dementia"	"F03"	116	318439	36.4
